pair_ID	relatedness_score	entailment_judgment
1742	1.28549	NEUTRAL
1743	4.1296	ENTAILMENT
1744	3.83467	CONTRADICTION
1745	4.46974	ENTAILMENT
1746	4.08281	ENTAILMENT
1748	4.28625	ENTAILMENT
1749	4.2382	CONTRADICTION
1750	3.86858	ENTAILMENT
1752	4.18006	ENTAILMENT
1758	3.82088	CONTRADICTION
1760	3.36709	CONTRADICTION
1761	3.76185	NEUTRAL
1762	2.28717	NEUTRAL
1763	3.5495	NEUTRAL
1764	4.61612	ENTAILMENT
1767	3.75714	NEUTRAL
1768	4.73912	ENTAILMENT
1769	3.71566	CONTRADICTION
1770	3.81589	ENTAILMENT
1774	3.81956	NEUTRAL
1775	2.95727	NEUTRAL
1778	4.64155	ENTAILMENT
1779	4.05645	NEUTRAL
1785	3.55387	NEUTRAL
1786	4.28392	NEUTRAL
1788	4.45394	NEUTRAL
1790	4.03986	CONTRADICTION
1793	3.62674	CONTRADICTION
1794	2.23287	NEUTRAL
1795	4.66709	ENTAILMENT
1796	2.90695	NEUTRAL
1797	2.13304	CONTRADICTION
1799	2.8711	NEUTRAL
1800	3.90322	NEUTRAL
1801	4.56501	ENTAILMENT
1802	4.88705	ENTAILMENT
1803	3.53566	CONTRADICTION
1804	3.94543	ENTAILMENT
1805	3.45629	CONTRADICTION
1806	3.07793	CONTRADICTION
1810	2.79064	NEUTRAL
1813	4.22285	ENTAILMENT
1816	4.73812	ENTAILMENT
1817	3.9972	CONTRADICTION
1819	4.5594	NEUTRAL
1821	2.95243	NEUTRAL
1824	2.87063	NEUTRAL
1826	4.69026	ENTAILMENT
1827	3.82763	ENTAILMENT
1828	3.96093	NEUTRAL
1831	4.57874	ENTAILMENT
1833	1.6434	CONTRADICTION
1834	1.54978	NEUTRAL
1835	2.32132	NEUTRAL
1836	2.18801	NEUTRAL
1837	2.62964	NEUTRAL
1838	2.40399	NEUTRAL
1843	3.77482	CONTRADICTION
1845	1.13367	NEUTRAL
1848	1.37444	NEUTRAL
1850	4.65652	ENTAILMENT
1855	3.62538	NEUTRAL
1856	3.84177	NEUTRAL
1857	3.34434	CONTRADICTION
1858	3.81511	NEUTRAL
1859	4.7376	ENTAILMENT
1860	3.82539	CONTRADICTION
1862	4.80524	ENTAILMENT
1863	3.70972	CONTRADICTION
1864	3.56273	ENTAILMENT
1865	4.44676	CONTRADICTION
1867	2.88374	ENTAILMENT
1868	4.39949	ENTAILMENT
1870	3.31315	ENTAILMENT
1871	4.39728	ENTAILMENT
1872	4.81673	ENTAILMENT
1875	4.42393	ENTAILMENT
1880	4.31155	ENTAILMENT
1883	3.58579	ENTAILMENT
1885	4.81979	ENTAILMENT
1889	3.49112	NEUTRAL
1890	3.52108	NEUTRAL
1891	4.38815	NEUTRAL
1893	3.14545	NEUTRAL
1895	3.85274	NEUTRAL
1896	4.101	NEUTRAL
1899	4.27191	NEUTRAL
1901	4.48458	CONTRADICTION
1902	2.95758	NEUTRAL
1903	1.15731	NEUTRAL
1905	1.37364	NEUTRAL
1906	1.1753	NEUTRAL
1911	3.45514	ENTAILMENT
1913	3.64642	CONTRADICTION
1914	4.17546	NEUTRAL
1915	1.34067	NEUTRAL
1916	1.21703	NEUTRAL
1917	1.54172	ENTAILMENT
1920	1.26743	NEUTRAL
1922	4.82202	ENTAILMENT
1923	3.29046	CONTRADICTION
1924	3.94357	NEUTRAL
1925	4.7907	ENTAILMENT
1926	3.88052	CONTRADICTION
1928	1.17726	ENTAILMENT
1929	1.13028	NEUTRAL
1930	2.0624	NEUTRAL
1931	1.1296	NEUTRAL
1932	1.23808	NEUTRAL
1933	1.11098	NEUTRAL
1937	4.66047	ENTAILMENT
1938	3.04449	NEUTRAL
1941	1.08834	NEUTRAL
1945	4.4792	CONTRADICTION
1947	4.10151	NEUTRAL
1950	1.69221	NEUTRAL
1951	1.69508	CONTRADICTION
1953	4.58429	ENTAILMENT
1956	4.70545	ENTAILMENT
1957	3.74544	NEUTRAL
1958	1.20932	NEUTRAL
1959	1.05938	NEUTRAL
1960	1.16841	NEUTRAL
1962	1.69719	ENTAILMENT
1965	4.16516	CONTRADICTION
1966	1.89367	NEUTRAL
1968	4.08751	CONTRADICTION
1971	3.26499	CONTRADICTION
1973	4.40518	ENTAILMENT
1976	4.40147	ENTAILMENT
1977	4.7857	ENTAILMENT
1979	4.13092	ENTAILMENT
1980	4.58791	ENTAILMENT
1982	1.14103	NEUTRAL
1983	1.20089	NEUTRAL
1985	1.16841	NEUTRAL
1986	1.22232	NEUTRAL
1990	3.28949	NEUTRAL
1995	2.76169	NEUTRAL
1997	3.8973	NEUTRAL
1998	2.21667	NEUTRAL
2002	4.45032	ENTAILMENT
2003	3.01725	ENTAILMENT
2010	2.63117	NEUTRAL
2013	2.34437	ENTAILMENT
2017	4.62778	ENTAILMENT
2021	1.99642	NEUTRAL
2022	2.13685	NEUTRAL
2026	2.13066	NEUTRAL
2028	3.20708	ENTAILMENT
2031	3.60803	CONTRADICTION
2032	3.32143	CONTRADICTION
2033	3.90594	NEUTRAL
2034	2.73608	NEUTRAL
2036	3.91321	ENTAILMENT
2039	3.90196	ENTAILMENT
2042	2.68444	NEUTRAL
2043	4.90098	ENTAILMENT
2044	4.25893	CONTRADICTION
2046	1.20523	NEUTRAL
2048	1.5455	NEUTRAL
2050	1.1779	NEUTRAL
2053	4.28998	ENTAILMENT
2054	3.60739	NEUTRAL
2057	3.88839	CONTRADICTION
2060	4.22972	ENTAILMENT
2062	4.15062	NEUTRAL
2063	3.33102	ENTAILMENT
2065	4.10876	CONTRADICTION
2069	3.81632	NEUTRAL
2071	4.36957	NEUTRAL
2074	3.97925	NEUTRAL
2077	3.19835	NEUTRAL
2083	3.20895	NEUTRAL
2085	3.082	NEUTRAL
2093	4.22948	ENTAILMENT
2095	1.17851	NEUTRAL
2099	1.51247	NEUTRAL
2101	4.81818	ENTAILMENT
2106	3.96231	ENTAILMENT
2108	1.25599	NEUTRAL
2110	1.17915	NEUTRAL
2111	1.10763	NEUTRAL
2114	4.16543	NEUTRAL
2116	3.18114	NEUTRAL
2120	4.382	ENTAILMENT
2126	4.61357	NEUTRAL
2127	4.61352	ENTAILMENT
2128	3.39587	CONTRADICTION
2129	4.75101	ENTAILMENT
2131	4.00101	NEUTRAL
2133	3.74368	NEUTRAL
2134	3.1943	CONTRADICTION
2135	4.04036	NEUTRAL
2137	4.11891	CONTRADICTION
2138	3.43411	ENTAILMENT
2140	4.09563	CONTRADICTION
2142	3.84829	NEUTRAL
2143	3.11445	NEUTRAL
2147	2.50495	NEUTRAL
2149	4.27647	ENTAILMENT
2151	2.90693	ENTAILMENT
2152	4.40622	ENTAILMENT
2154	3.99422	NEUTRAL
2155	3.18159	NEUTRAL
2156	2.45875	NEUTRAL
2158	3.2189	NEUTRAL
2159	3.44096	NEUTRAL
2160	3.50391	NEUTRAL
2161	3.25151	NEUTRAL
2168	4.7542	ENTAILMENT
2169	3.6944	ENTAILMENT
2173	3.28916	NEUTRAL
2174	4.82007	ENTAILMENT
2177	2.74097	CONTRADICTION
2178	4.6948	ENTAILMENT
2182	4.58984	ENTAILMENT
2185	3.50082	CONTRADICTION
2186	4.53857	ENTAILMENT
2187	3.41225	CONTRADICTION
2189	3.18971	NEUTRAL
2190	4.47015	ENTAILMENT
2191	4.455	ENTAILMENT
2193	3.47326	ENTAILMENT
2194	4.58819	ENTAILMENT
2197	2.744	CONTRADICTION
2200	3.53645	ENTAILMENT
2201	3.83815	ENTAILMENT
2204	3.97263	NEUTRAL
2206	4.62134	NEUTRAL
2209	3.97928	NEUTRAL
2211	4.02317	NEUTRAL
2214	4.02161	NEUTRAL
2216	4.17506	NEUTRAL
2219	4.00299	CONTRADICTION
2220	4.36161	ENTAILMENT
2223	3.16514	NEUTRAL
2224	2.08958	NEUTRAL
2225	4.09236	ENTAILMENT
2227	4.35355	CONTRADICTION
2230	4.42004	ENTAILMENT
2237	4.18153	ENTAILMENT
2241	2.64949	NEUTRAL
2244	3.96809	NEUTRAL
2245	4.09611	ENTAILMENT
2246	4.75305	ENTAILMENT
2248	4.72818	ENTAILMENT
2249	3.93198	CONTRADICTION
2254	4.72111	ENTAILMENT
2255	4.56843	ENTAILMENT
2256	3.00454	NEUTRAL
2257	4.655	ENTAILMENT
2258	4.0794	CONTRADICTION
2262	1.98364	NEUTRAL
2265	3.90423	CONTRADICTION
2267	3.93799	CONTRADICTION
2268	4.09947	ENTAILMENT
2269	3.70298	CONTRADICTION
2270	4.16652	ENTAILMENT
2271	3.217	CONTRADICTION
2273	3.08432	ENTAILMENT
2276	4.54806	CONTRADICTION
2278	3.4531	CONTRADICTION
2279	2.30456	ENTAILMENT
2280	2.69108	NEUTRAL
2283	3.67554	CONTRADICTION
2285	3.88397	CONTRADICTION
2290	4.86096	ENTAILMENT
2292	3.56523	CONTRADICTION
2293	4.72428	ENTAILMENT
2294	3.68895	NEUTRAL
2295	4.68554	ENTAILMENT
2296	3.35563	NEUTRAL
2298	3.11829	CONTRADICTION
2300	4.74581	ENTAILMENT
2301	4.10312	NEUTRAL
2306	4.12006	NEUTRAL
2312	4.27022	NEUTRAL
2313	4.11525	CONTRADICTION
2320	3.90021	NEUTRAL
2321	4.28246	NEUTRAL
2323	3.67302	NEUTRAL
2324	3.32398	NEUTRAL
2325	4.89511	ENTAILMENT
2326	3.86474	CONTRADICTION
2328	4.90359	ENTAILMENT
2331	4.84964	ENTAILMENT
2335	4.47349	ENTAILMENT
2336	4.05132	CONTRADICTION
2337	4.6048	ENTAILMENT
2342	3.12848	NEUTRAL
2343	3.6086	NEUTRAL
2345	3.5661	ENTAILMENT
2346	4.5187	ENTAILMENT
2347	4.16709	ENTAILMENT
2349	4.69166	ENTAILMENT
2353	2.5935	NEUTRAL
2354	2.38065	NEUTRAL
2355	2.90774	NEUTRAL
2356	2.39308	NEUTRAL
2357	3.47772	NEUTRAL
2361	3.99439	CONTRADICTION
2367	3.52608	NEUTRAL
2370	4.64543	ENTAILMENT
2371	4.1118	CONTRADICTION
2372	4.63147	ENTAILMENT
2373	3.41138	CONTRADICTION
2376	4.60853	ENTAILMENT
2378	4.09162	NEUTRAL
2379	4.33446	ENTAILMENT
2380	3.70078	CONTRADICTION
2382	1.91966	NEUTRAL
2384	2.47498	NEUTRAL
2387	3.90102	ENTAILMENT
2389	4.70631	ENTAILMENT
2390	4.08839	CONTRADICTION
2393	4.20323	NEUTRAL
2394	3.73517	NEUTRAL
2395	3.90399	NEUTRAL
2396	4.79427	ENTAILMENT
2398	3.3229	CONTRADICTION
2399	4.77681	ENTAILMENT
2403	4.243	ENTAILMENT
2406	4.31569	NEUTRAL
2408	4.7106	ENTAILMENT
2411	2.01749	NEUTRAL
2412	2.04798	NEUTRAL
2416	4.18399	CONTRADICTION
2417	4.62076	ENTAILMENT
2418	4.73047	ENTAILMENT
2419	3.94904	CONTRADICTION
2420	4.33129	NEUTRAL
2421	3.34415	NEUTRAL
2424	4.51907	NEUTRAL
2425	4.34186	NEUTRAL
2427	2.61564	NEUTRAL
2428	4.77151	ENTAILMENT
2432	3.98985	NEUTRAL
2433	2.31531	NEUTRAL
2434	4.33958	NEUTRAL
2435	4.63918	ENTAILMENT
2437	4.62746	ENTAILMENT
2439	3.49471	CONTRADICTION
2442	4.35717	ENTAILMENT
2443	1.53581	NEUTRAL
2444	4.35076	ENTAILMENT
2446	4.2453	NEUTRAL
2448	2.84439	NEUTRAL
2449	4.32893	ENTAILMENT
2451	3.22133	NEUTRAL
2452	3.98616	NEUTRAL
2453	3.52795	NEUTRAL
2454	3.12217	NEUTRAL
2460	3.14218	CONTRADICTION
2461	4.74749	ENTAILMENT
2462	4.18236	CONTRADICTION
2463	4.59407	ENTAILMENT
2464	3.9652	CONTRADICTION
2468	4.5918	ENTAILMENT
2469	3.64111	CONTRADICTION
2470	4.76159	ENTAILMENT
2471	3.60059	CONTRADICTION
2473	3.43963	CONTRADICTION
2475	3.41242	NEUTRAL
2477	4.57811	ENTAILMENT
2478	2.79698	NEUTRAL
2479	4.62289	ENTAILMENT
2480	3.73922	CONTRADICTION
2481	3.60812	ENTAILMENT
2482	2.90794	NEUTRAL
2483	3.25197	NEUTRAL
2484	2.25625	NEUTRAL
2487	1.97303	NEUTRAL
2489	3.80646	CONTRADICTION
2490	2.05794	NEUTRAL
2492	2.05343	NEUTRAL
2493	3.70792	ENTAILMENT
2498	4.81185	ENTAILMENT
2501	1.63963	NEUTRAL
2502	2.0452	NEUTRAL
2503	1.53905	NEUTRAL
2504	2.14421	NEUTRAL
2507	3.75082	CONTRADICTION
2511	4.66692	NEUTRAL
2512	3.38529	NEUTRAL
2513	4.45024	NEUTRAL
2516	4.59722	NEUTRAL
2517	4.77405	ENTAILMENT
2519	4.84475	ENTAILMENT
2520	4.27006	CONTRADICTION
2522	3.99746	NEUTRAL
2523	3.78389	CONTRADICTION
2524	3.65435	NEUTRAL
2526	3.62757	CONTRADICTION
2528	4.90142	ENTAILMENT
2531	3.48972	NEUTRAL
2532	4.82333	ENTAILMENT
2533	3.19558	NEUTRAL
2534	4.83852	ENTAILMENT
2536	4.82061	ENTAILMENT
2537	4.79038	ENTAILMENT
2541	4.14223	ENTAILMENT
2542	3.23123	CONTRADICTION
2546	4.73071	ENTAILMENT
2547	3.85747	CONTRADICTION
2548	4.50248	ENTAILMENT
2550	4.51791	ENTAILMENT
2552	4.36178	ENTAILMENT
2556	3.66291	NEUTRAL
2558	3.64476	NEUTRAL
2559	4.36326	ENTAILMENT
2560	3.04061	NEUTRAL
2562	3.64675	NEUTRAL
2563	4.58055	ENTAILMENT
2564	4.75857	ENTAILMENT
2565	3.8916	CONTRADICTION
2567	2.57656	NEUTRAL
2568	2.82887	NEUTRAL
2570	3.30717	NEUTRAL
2571	1.9381	NEUTRAL
2573	4.43836	ENTAILMENT
2575	4.58062	ENTAILMENT
2576	4.13134	CONTRADICTION
2580	3.89458	CONTRADICTION
2581	4.5857	ENTAILMENT
2584	4.79877	ENTAILMENT
2585	4.16175	CONTRADICTION
2586	4.66425	ENTAILMENT
2587	3.70453	CONTRADICTION
2595	4.72666	ENTAILMENT
2598	4.54577	NEUTRAL
2600	4.47127	ENTAILMENT
2603	3.72407	CONTRADICTION
2605	3.34776	CONTRADICTION
2607	4.6002	ENTAILMENT
2609	4.43865	ENTAILMENT
2610	4.85984	ENTAILMENT
2611	3.29197	CONTRADICTION
2612	4.82159	ENTAILMENT
2613	4.66774	ENTAILMENT
2614	3.69216	CONTRADICTION
2616	3.86636	NEUTRAL
2617	4.24846	NEUTRAL
2618	3.34257	NEUTRAL
2620	3.35557	NEUTRAL
2621	4.30338	NEUTRAL
2624	4.39847	NEUTRAL
2629	4.69681	ENTAILMENT
2631	4.37406	ENTAILMENT
2633	4.6892	ENTAILMENT
2635	4.48141	ENTAILMENT
2639	2.18622	NEUTRAL
2641	4.29925	ENTAILMENT
2642	2.47929	NEUTRAL
2644	4.71995	ENTAILMENT
2645	3.66866	CONTRADICTION
2646	4.57524	ENTAILMENT
2647	3.80623	CONTRADICTION
2648	3.54158	NEUTRAL
2649	2.62304	NEUTRAL
2652	3.16774	NEUTRAL
2653	4.75047	ENTAILMENT
2658	2.16383	NEUTRAL
2659	1.83026	NEUTRAL
2661	2.59348	NEUTRAL
2663	2.31663	NEUTRAL
2665	4.57284	ENTAILMENT
2667	4.30761	ENTAILMENT
2669	3.69813	NEUTRAL
2671	3.97892	NEUTRAL
2674	3.11986	CONTRADICTION
2676	3.70809	ENTAILMENT
2677	3.68315	NEUTRAL
2681	4.38099	ENTAILMENT
2683	4.50905	ENTAILMENT
2685	4.01417	CONTRADICTION
2686	4.76762	ENTAILMENT
2690	3.50623	NEUTRAL
2693	4.42382	ENTAILMENT
2694	3.33442	CONTRADICTION
2695	4.75985	ENTAILMENT
2697	4.43081	ENTAILMENT
2698	3.72974	NEUTRAL
2699	4.2717	ENTAILMENT
2700	2.83495	NEUTRAL
2706	4.54425	ENTAILMENT
2717	2.29322	NEUTRAL
2719	2.80387	NEUTRAL
2723	4.08907	CONTRADICTION
2725	4.00834	NEUTRAL
2727	1.51186	NEUTRAL
2729	1.66867	NEUTRAL
2732	1.39475	NEUTRAL
2733	4.56785	ENTAILMENT
2736	3.94488	CONTRADICTION
2737	3.64601	NEUTRAL
2740	2.53478	NEUTRAL
2742	4.70328	ENTAILMENT
2743	4.02729	CONTRADICTION
2745	3.21146	NEUTRAL
2746	4.69255	ENTAILMENT
2747	3.39196	NEUTRAL
2749	3.32441	CONTRADICTION
2750	4.63177	ENTAILMENT
2753	4.53723	ENTAILMENT
2759	4.21792	ENTAILMENT
2760	4.55381	ENTAILMENT
2762	3.1363	ENTAILMENT
2767	2.92078	NEUTRAL
2769	4.59883	ENTAILMENT
2771	4.38167	ENTAILMENT
2773	3.46041	ENTAILMENT
2780	4.86658	ENTAILMENT
2781	3.49042	NEUTRAL
2782	4.50454	ENTAILMENT
2785	3.35277	CONTRADICTION
2786	4.659	ENTAILMENT
2790	4.30704	CONTRADICTION
2793	4.43252	ENTAILMENT
2794	2.81635	CONTRADICTION
2796	3.54509	CONTRADICTION
2798	4.65642	ENTAILMENT
2801	4.28278	CONTRADICTION
2804	2.65918	NEUTRAL
2805	1.73502	NEUTRAL
2806	2.92356	NEUTRAL
2808	3.69487	NEUTRAL
2810	4.1623	CONTRADICTION
2814	3.21158	NEUTRAL
2816	4.65787	ENTAILMENT
2819	4.70165	ENTAILMENT
2820	3.4583	ENTAILMENT
2823	2.00507	NEUTRAL
2824	2.2554	NEUTRAL
2825	3.01147	NEUTRAL
2826	2.14291	NEUTRAL
2830	3.89663	CONTRADICTION
2831	4.20877	ENTAILMENT
2832	2.8373	CONTRADICTION
2833	3.96504	NEUTRAL
2834	3.30869	CONTRADICTION
2835	4.14007	ENTAILMENT
2836	4.49101	ENTAILMENT
2840	4.16345	ENTAILMENT
2841	2.26439	NEUTRAL
2843	2.33788	CONTRADICTION
2846	3.4317	CONTRADICTION
2847	4.74755	ENTAILMENT
2848	4.17834	CONTRADICTION
2849	4.54522	ENTAILMENT
2852	3.37578	CONTRADICTION
2855	3.99433	CONTRADICTION
2858	3.61026	NEUTRAL
2859	3.57932	NEUTRAL
2866	3.93814	ENTAILMENT
2869	4.52977	ENTAILMENT
2871	4.42193	ENTAILMENT
2872	4.67763	ENTAILMENT
2873	3.7392	CONTRADICTION
2876	4.67943	ENTAILMENT
2877	3.50517	CONTRADICTION
2878	4.6908	ENTAILMENT
2880	4.81708	ENTAILMENT
2882	3.75789	NEUTRAL
2884	4.17396	CONTRADICTION
2885	4.61879	ENTAILMENT
2887	4.67678	ENTAILMENT
2888	3.96267	NEUTRAL
2889	4.79752	ENTAILMENT
2892	4.50871	ENTAILMENT
2893	3.94011	CONTRADICTION
2895	4.03194	CONTRADICTION
2897	4.54003	NEUTRAL
2901	4.86775	ENTAILMENT
2902	3.32304	NEUTRAL
2904	3.22238	NEUTRAL
2906	2.70514	NEUTRAL
2912	3.57804	NEUTRAL
2914	3.74819	NEUTRAL
2921	4.01715	ENTAILMENT
2922	2.33514	NEUTRAL
2923	4.18944	ENTAILMENT
2925	4.06566	ENTAILMENT
2928	4.80445	ENTAILMENT
2929	3.927	CONTRADICTION
2931	2.82143	NEUTRAL
2934	2.6605	NEUTRAL
2940	4.34431	NEUTRAL
2942	3.67475	NEUTRAL
2944	3.92871	NEUTRAL
2946	4.57386	ENTAILMENT
2947	3.58124	CONTRADICTION
2948	4.87217	ENTAILMENT
2949	3.72536	CONTRADICTION
2950	4.50346	ENTAILMENT
2953	3.94144	NEUTRAL
2954	4.4984	ENTAILMENT
2962	3.24886	CONTRADICTION
2963	4.61788	ENTAILMENT
2973	3.31499	NEUTRAL
2975	4.69089	ENTAILMENT
2978	4.64693	ENTAILMENT
2979	3.88146	CONTRADICTION
2982	4.08268	NEUTRAL
2985	4.15579	NEUTRAL
2986	4.55567	ENTAILMENT
2987	3.80612	CONTRADICTION
2990	3.93662	ENTAILMENT
2991	3.2918	NEUTRAL
2993	2.68173	CONTRADICTION
2999	4.09285	NEUTRAL
3000	3.62404	NEUTRAL
3001	3.51322	NEUTRAL
3003	3.98489	NEUTRAL
3004	4.76564	ENTAILMENT
3006	4.79009	ENTAILMENT
3008	3.94607	ENTAILMENT
3009	4.36459	ENTAILMENT
3011	4.13342	ENTAILMENT
3012	4.33866	ENTAILMENT
3013	2.69833	NEUTRAL
3017	4.7414	ENTAILMENT
3020	2.92179	NEUTRAL
3021	3.93838	NEUTRAL
3023	4.08383	NEUTRAL
3025	4.57494	ENTAILMENT
3026	4.70201	ENTAILMENT
3028	4.46532	ENTAILMENT
3029	4.06779	CONTRADICTION
3030	4.45842	NEUTRAL
3032	4.40274	NEUTRAL
3034	4.05465	CONTRADICTION
3035	4.73798	ENTAILMENT
3037	4.60426	ENTAILMENT
3040	3.81772	CONTRADICTION
3044	4.28022	ENTAILMENT
3045	4.34531	CONTRADICTION
3048	4.28328	NEUTRAL
3051	4.78646	ENTAILMENT
3052	3.68269	CONTRADICTION
3053	4.75427	ENTAILMENT
3055	4.72948	ENTAILMENT
3056	3.13384	CONTRADICTION
3057	4.65489	ENTAILMENT
3058	3.45505	CONTRADICTION
3060	4.69132	ENTAILMENT
3063	4.74147	ENTAILMENT
3064	4.15478	CONTRADICTION
3066	3.7069	CONTRADICTION
3067	4.11407	ENTAILMENT
3070	4.18816	ENTAILMENT
3074	4.72205	ENTAILMENT
3075	4.74475	ENTAILMENT
3076	4.5906	NEUTRAL
3077	4.69603	ENTAILMENT
3078	3.55115	CONTRADICTION
3080	4.70273	ENTAILMENT
3082	4.66577	ENTAILMENT
3083	3.42681	CONTRADICTION
3084	4.62758	ENTAILMENT
3086	4.69413	ENTAILMENT
3087	3.4171	NEUTRAL
3088	4.60532	NEUTRAL
3089	4.71274	ENTAILMENT
3090	2.96507	CONTRADICTION
3093	3.95759	NEUTRAL
3095	3.84342	NEUTRAL
3096	2.42271	NEUTRAL
3099	3.85514	CONTRADICTION
3101	4.63061	ENTAILMENT
3103	4.27675	ENTAILMENT
3104	2.56647	NEUTRAL
3106	3.44442	CONTRADICTION
3108	4.27587	ENTAILMENT
3109	4.79532	ENTAILMENT
3112	4.59934	CONTRADICTION
3113	4.41959	ENTAILMENT
3115	4.44513	ENTAILMENT
3116	3.3959	CONTRADICTION
3117	4.45772	ENTAILMENT
3118	4.84846	ENTAILMENT
3119	3.96593	CONTRADICTION
3120	4.74923	ENTAILMENT
3124	4.53276	ENTAILMENT
3125	3.14907	CONTRADICTION
3127	4.77319	ENTAILMENT
3128	3.3587	NEUTRAL
3131	3.34738	NEUTRAL
3133	3.38463	NEUTRAL
3135	3.30612	NEUTRAL
3136	4.47961	ENTAILMENT
3137	4.51424	CONTRADICTION
3138	4.24743	ENTAILMENT
3139	4.22254	ENTAILMENT
3141	3.66988	NEUTRAL
3142	2.80109	NEUTRAL
3144	3.08393	NEUTRAL
3145	3.07767	NEUTRAL
3146	3.63304	NEUTRAL
3147	4.6355	ENTAILMENT
3148	3.73176	CONTRADICTION
3149	4.56337	ENTAILMENT
3151	3.5037	NEUTRAL
3152	2.88217	NEUTRAL
3154	3.64237	NEUTRAL
3155	3.95915	NEUTRAL
3159	3.62593	CONTRADICTION
3160	3.45874	NEUTRAL
3163	4.3239	ENTAILMENT
3167	4.48195	ENTAILMENT
3168	2.9513	NEUTRAL
3169	4.83518	ENTAILMENT
3171	4.61873	ENTAILMENT
3172	3.7319	CONTRADICTION
3173	4.13733	ENTAILMENT
3175	4.58276	ENTAILMENT
3176	4.69171	ENTAILMENT
3177	3.24206	CONTRADICTION
3178	4.6813	ENTAILMENT
3179	3.66345	CONTRADICTION
3180	4.64333	ENTAILMENT
3183	3.4245	CONTRADICTION
3184	4.72816	ENTAILMENT
3185	4.81536	ENTAILMENT
3189	2.321	NEUTRAL
3190	1.81243	NEUTRAL
3191	2.44022	NEUTRAL
3193	2.36934	NEUTRAL
3194	4.74175	ENTAILMENT
3195	4.18428	CONTRADICTION
3196	4.78502	ENTAILMENT
3197	4.11984	CONTRADICTION
3198	4.74218	ENTAILMENT
3199	4.02682	CONTRADICTION
3204	4.13971	NEUTRAL
3205	4.86727	ENTAILMENT
3206	3.97619	CONTRADICTION
3207	4.60073	ENTAILMENT
3209	4.65801	ENTAILMENT
3210	3.69628	ENTAILMENT
3211	4.63716	ENTAILMENT
3212	4.64713	ENTAILMENT
3215	4.0431	CONTRADICTION
3216	4.52838	ENTAILMENT
3219	3.15213	NEUTRAL
3220	4.58133	ENTAILMENT
3225	4.03702	NEUTRAL
3226	2.49882	NEUTRAL
3229	3.58158	NEUTRAL
3231	4.10573	CONTRADICTION
3233	4.0706	NEUTRAL
3234	3.44238	NEUTRAL
3235	4.21874	NEUTRAL
3236	3.7151	NEUTRAL
3237	2.39845	NEUTRAL
3239	4.83179	ENTAILMENT
3240	3.71951	CONTRADICTION
3241	4.80308	ENTAILMENT
3244	1.86457	NEUTRAL
3245	4.63442	ENTAILMENT
3246	2.72107	CONTRADICTION
3247	4.54436	ENTAILMENT
3249	4.19247	NEUTRAL
3251	4.10769	CONTRADICTION
3259	4.51676	ENTAILMENT
3263	4.83112	ENTAILMENT
3266	4.34917	NEUTRAL
3267	3.38938	CONTRADICTION
3268	4.52509	ENTAILMENT
3269	3.62502	CONTRADICTION
3270	4.23919	NEUTRAL
3276	3.2776	NEUTRAL
3279	3.90953	NEUTRAL
3282	3.8539	NEUTRAL
3284	2.91218	ENTAILMENT
3289	3.89546	NEUTRAL
3290	3.59256	ENTAILMENT
3293	1.49506	NEUTRAL
3295	4.74664	ENTAILMENT
3296	3.21452	NEUTRAL
3297	4.20378	ENTAILMENT
3300	4.38611	ENTAILMENT
3301	2.3348	CONTRADICTION
3302	4.54788	ENTAILMENT
3305	4.53205	ENTAILMENT
3306	4.81445	ENTAILMENT
3307	2.23316	NEUTRAL
3308	4.69154	ENTAILMENT
3309	3.92353	CONTRADICTION
3310	4.15432	ENTAILMENT
3312	3.99192	ENTAILMENT
3315	4.49458	ENTAILMENT
3317	4.55399	ENTAILMENT
3318	4.09207	CONTRADICTION
3320	4.4455	NEUTRAL
3323	4.52659	NEUTRAL
3326	4.6628	ENTAILMENT
3328	4.82326	ENTAILMENT
3331	2.31588	NEUTRAL
3333	1.67979	NEUTRAL
3334	2.20699	NEUTRAL
3335	4.52428	ENTAILMENT
3337	4.5891	ENTAILMENT
3341	2.29744	NEUTRAL
3343	3.19403	NEUTRAL
3348	4.7472	ENTAILMENT
3350	3.66756	ENTAILMENT
3352	3.75805	NEUTRAL
3354	3.71518	ENTAILMENT
3355	4.75914	ENTAILMENT
3360	3.25387	NEUTRAL
3365	3.4082	CONTRADICTION
3377	3.69305	CONTRADICTION
3379	1.39733	NEUTRAL
3380	1.4173	NEUTRAL
3381	1.56047	CONTRADICTION
3383	1.40785	NEUTRAL
3387	3.54223	CONTRADICTION
3388	4.70396	ENTAILMENT
3390	4.68583	ENTAILMENT
3391	3.65256	CONTRADICTION
3392	4.70387	ENTAILMENT
3393	4.84074	ENTAILMENT
3394	4.4883	CONTRADICTION
3399	3.88923	ENTAILMENT
3401	4.14051	ENTAILMENT
3402	4.09084	ENTAILMENT
3403	3.65285	CONTRADICTION
3404	3.68754	ENTAILMENT
3406	3.99771	ENTAILMENT
3408	4.05946	ENTAILMENT
3409	2.99682	CONTRADICTION
3410	4.18048	ENTAILMENT
3415	4.34552	ENTAILMENT
3417	2.46658	NEUTRAL
3419	2.289	NEUTRAL
3421	1.70149	NEUTRAL
3423	3.64191	CONTRADICTION
3430	2.23644	NEUTRAL
3431	1.93497	NEUTRAL
3434	4.20675	CONTRADICTION
3439	4.65483	ENTAILMENT
